"","genes_GO_full$Gene","genes_GO_full$`GO term accession`"
"4753","Zm00001d043263","GO:0003951"
"4754","Zm00001d043263","GO:0016310"
"4755","Zm00001d043263","GO:0005524"
"4756","Zm00001d043263","GO:0000166"
"4757","Zm00001d043263","GO:0008152"
"4758","Zm00001d043263","GO:0016740"
"4759","Zm00001d043263","GO:0007205"
"4760","Zm00001d043263","GO:0016301"
"4761","Zm00001d043263","GO:0004143"
"4762","Zm00001d043263","GO:0003951"
"4763","Zm00001d043263","GO:0016310"
"4764","Zm00001d043263","GO:0005524"
"4765","Zm00001d043263","GO:0000166"
"4766","Zm00001d043263","GO:0008152"
"4767","Zm00001d043263","GO:0016740"
"4768","Zm00001d043263","GO:0007205"
"4769","Zm00001d043263","GO:0016301"
"4770","Zm00001d043263","GO:0004143"
"4771","Zm00001d043263","GO:0003951"
"4772","Zm00001d043263","GO:0016310"
"4773","Zm00001d043263","GO:0005524"
"4774","Zm00001d043263","GO:0000166"
"4775","Zm00001d043263","GO:0008152"
"4776","Zm00001d043263","GO:0016740"
"4777","Zm00001d043263","GO:0016301"
"4778","Zm00001d043263","GO:0003951"
"4779","Zm00001d043263","GO:0016310"
"4780","Zm00001d043263","GO:0008152"
"4781","Zm00001d043263","GO:0007205"
"4782","Zm00001d043263","GO:0004143"
"4783","Zm00001d043263","GO:0016310"
"4784","Zm00001d043263","GO:0016301"
"4785","Zm00001d043263","GO:0007205"
"4786","Zm00001d043263","GO:0004143"
"4787","Zm00001d043263","GO:0016310"
"4788","Zm00001d043263","GO:0016301"
"4789","Zm00001d043263","GO:0007205"
"4790","Zm00001d043263","GO:0004143"
"4791","Zm00001d043263","GO:0016310"
"4792","Zm00001d043263","GO:0016301"
"4793","Zm00001d043263","GO:0007205"
"4794","Zm00001d043263","GO:0016301"
"4795","Zm00001d043263","GO:0004143"
"4796","Zm00001d043263","GO:0003951"
"4797","Zm00001d043263","GO:0016310"
"4798","Zm00001d043263","GO:0005524"
"4799","Zm00001d043263","GO:0000166"
"4800","Zm00001d043263","GO:0008152"
"4801","Zm00001d043263","GO:0016740"
"4802","Zm00001d043263","GO:0016021"
"4803","Zm00001d043263","GO:0016020"
"4804","Zm00001d043263","GO:0007205"
"4805","Zm00001d043263","GO:0016301"
"4806","Zm00001d043263","GO:0004143"
"4807","Zm00001d043263","GO:0003951"
"4808","Zm00001d043263","GO:0016310"
"4809","Zm00001d043263","GO:0005524"
"4810","Zm00001d043263","GO:0000166"
"4811","Zm00001d043263","GO:0008152"
"4812","Zm00001d043263","GO:0016740"
"4813","Zm00001d043263","GO:0016021"
"4814","Zm00001d043263","GO:0016020"
"4815","Zm00001d043263","GO:0007205"
"4816","Zm00001d043263","GO:0016301"
"4817","Zm00001d043263","GO:0004143"
"4818","Zm00001d043263","GO:0003951"
"4819","Zm00001d043263","GO:0016310"
"4820","Zm00001d043263","GO:0005524"
"4821","Zm00001d043263","GO:0000166"
"4822","Zm00001d043263","GO:0008152"
"4823","Zm00001d043263","GO:0016740"
"4824","Zm00001d043263","GO:0016021"
"4825","Zm00001d043263","GO:0016020"
"4826","Zm00001d002436","GO:0070469"
"4827","Zm00001d002436","GO:0009916"
"4828","Zm00001d002436","GO:0055114"
"4829","Zm00001d002436","GO:0016491"
"4830","Zm00001d002436","GO:0046872"
"4831","Zm00001d002436","GO:0016021"
"4832","Zm00001d002436","GO:0016020"
"4833","Zm00001d002436","GO:0102721"
"4834","Zm00001d015459","GO:0016874"
"4835","Zm00001d015459","GO:0008152"
"4836","Zm00001d015459","GO:0003824"
"4837","Zm00001d015459","GO:0016874"
"4838","Zm00001d015459","GO:0008152"
"4839","Zm00001d015459","GO:0003824"
"4840","Zm00001d015459","GO:0016874"
"4841","Zm00001d015459","GO:0008152"
"4842","Zm00001d015459","GO:0003824"
"4843","Zm00001d015459","GO:0016874"
"4844","Zm00001d015459","GO:0008152"
"4845","Zm00001d015459","GO:0003824"
"4846","Zm00001d012378","GO:0020037"
"4847","Zm00001d012378","GO:0010017"
"4848","Zm00001d012378","GO:0005773"
"4849","Zm00001d012378","GO:0005794"
"4850","Zm00001d012378","GO:0005886"
"4851","Zm00001d011839","GO:0016021"
"4852","Zm00001d011839","GO:0016020"
"4853","Zm00001d051163","GO:0009698"
"4854","Zm00001d051163","GO:0006559"
"4855","Zm00001d051163","GO:0045548"
"4856","Zm00001d051163","GO:0016841"
"4857","Zm00001d051163","GO:0016829"
"4858","Zm00001d051163","GO:0005737"
"4859","Zm00001d051163","GO:0003824"
"4860","Zm00001d051163","GO:0009800"
"4861","Zm00001d051163","GO:0009698"
"4862","Zm00001d051163","GO:0006559"
"4863","Zm00001d051163","GO:0045548"
"4864","Zm00001d051163","GO:0016841"
"4865","Zm00001d051163","GO:0016829"
"4866","Zm00001d051163","GO:0005737"
"4867","Zm00001d051163","GO:0003824"
"4868","Zm00001d051163","GO:0009800"
"4869","Zm00001d051163","GO:0009698"
"4870","Zm00001d051163","GO:0006559"
"4871","Zm00001d051163","GO:0045548"
"4872","Zm00001d051163","GO:0016841"
"4873","Zm00001d051163","GO:0016829"
"4874","Zm00001d051163","GO:0005737"
"4875","Zm00001d051163","GO:0003824"
"4876","Zm00001d051163","GO:0009800"
"4877","Zm00001d051163","GO:0009698"
"4878","Zm00001d051163","GO:0006559"
"4879","Zm00001d051163","GO:0045548"
"4880","Zm00001d051163","GO:0016841"
"4881","Zm00001d051163","GO:0016829"
"4882","Zm00001d051163","GO:0005737"
"4883","Zm00001d051163","GO:0003824"
"4884","Zm00001d051163","GO:0009800"
"4885","Zm00001d051163","GO:0016829"
"4886","Zm00001d051163","GO:0003824"
"4887","Zm00001d051163","GO:0009698"
"4888","Zm00001d051163","GO:0006559"
"4889","Zm00001d051163","GO:0045548"
"4890","Zm00001d051163","GO:0016841"
"4891","Zm00001d051163","GO:0016829"
"4892","Zm00001d051163","GO:0005737"
"4893","Zm00001d051163","GO:0003824"
"4894","Zm00001d051163","GO:0009800"
"4895","Zm00001d051163","GO:0009698"
"4896","Zm00001d051163","GO:0006559"
"4897","Zm00001d051163","GO:0045548"
"4898","Zm00001d051163","GO:0016841"
"4899","Zm00001d051163","GO:0016829"
"4900","Zm00001d051163","GO:0005737"
"4901","Zm00001d051163","GO:0003824"
"4902","Zm00001d051163","GO:0009800"
"4903","Zm00001d043491","GO:0005634"
"4904","Zm00001d043491","GO:0006355"
"4905","Zm00001d043491","GO:0006351"
"4906","Zm00001d043491","GO:0003700"
"4907","Zm00001d043491","GO:0003677"
"4923","Zm00001d015477","GO:0008610"
"4924","Zm00001d015477","GO:0016491"
"4925","Zm00001d015477","GO:0055114"
"4926","Zm00001d015477","GO:0005506"
"4927","Zm00001d015477","GO:0016021"
"4928","Zm00001d015477","GO:0016020"
"4929","Zm00001d015477","GO:0010025"
"4930","Zm00001d015477","GO:0043447"
"4931","Zm00001d015477","GO:0046184"
"4932","Zm00001d015477","GO:0008610"
"4933","Zm00001d015477","GO:0016491"
"4934","Zm00001d015477","GO:0055114"
"4935","Zm00001d015477","GO:0005506"
"4936","Zm00001d015477","GO:0016021"
"4937","Zm00001d015477","GO:0016020"
"4939","Zm00001d023301","GO:0047262"
"4940","Zm00001d023301","GO:0016757"
"4941","Zm00001d023301","GO:0005794"
"4942","Zm00001d023301","GO:0000139"
"4943","Zm00001d023301","GO:0071555"
"4944","Zm00001d023301","GO:0016740"
"4945","Zm00001d023301","GO:0045489"
"4946","Zm00001d023301","GO:0047262"
"4947","Zm00001d023301","GO:0016757"
"4948","Zm00001d023301","GO:0005794"
"4949","Zm00001d023301","GO:0000139"
"4950","Zm00001d023301","GO:0071555"
"4951","Zm00001d023301","GO:0016740"
"4952","Zm00001d023301","GO:0016021"
"4953","Zm00001d023301","GO:0016020"
"4954","Zm00001d023301","GO:0045489"
"4955","Zm00001d023301","GO:0047262"
"4956","Zm00001d023301","GO:0016757"
"4957","Zm00001d023301","GO:0005794"
"4958","Zm00001d023301","GO:0000139"
"4959","Zm00001d023301","GO:0071555"
"4960","Zm00001d023301","GO:0016740"
"4961","Zm00001d023301","GO:0016021"
"4962","Zm00001d023301","GO:0016020"
"4963","Zm00001d023301","GO:0045489"
"4964","Zm00001d042211","GO:0019898"
"4965","Zm00001d042211","GO:0009654"
"4966","Zm00001d042211","GO:0009523"
"4967","Zm00001d042211","GO:0015979"
"4968","Zm00001d042211","GO:0005509"
"4969","Zm00001d010411","GO:0009734"
"4970","Zm00001d010411","GO:0005634"
"4971","Zm00001d010411","GO:0006355"
"4972","Zm00001d010411","GO:0006351"
"4973","Zm00001d010411","GO:0009734"
"4974","Zm00001d010411","GO:0005634"
"4975","Zm00001d010411","GO:0006355"
"4976","Zm00001d010411","GO:0006351"
"4977","Zm00001d010411","GO:0009734"
"4978","Zm00001d010411","GO:0005634"
"4979","Zm00001d010411","GO:0006355"
"4980","Zm00001d010411","GO:0006351"
"4981","Zm00001d010411","GO:0009734"
"4982","Zm00001d010411","GO:0005634"
"4983","Zm00001d010411","GO:0006355"
"4984","Zm00001d010411","GO:0006351"
"4985","Zm00001d010411","GO:0009734"
"4986","Zm00001d010411","GO:0005634"
"4987","Zm00001d010411","GO:0006355"
"4988","Zm00001d010411","GO:0006351"
"4989","Zm00001d003949","GO:0016021"
"4990","Zm00001d003949","GO:0016020"
"4991","Zm00001d021558","GO:0016787"
"4992","Zm00001d021558","GO:0016787"
"4993","Zm00001d021558","GO:0016787"
"4994","Zm00001d021558","GO:0071522"
"4995","Zm00001d021558","GO:0000256"
"4996","Zm00001d021558","GO:0006145"
"4997","Zm00001d021558","GO:0010136"
"4998","Zm00001d008733","GO:0042626"
"4999","Zm00001d008733","GO:0016887"
"5000","Zm00001d008733","GO:0055085"
"5001","Zm00001d008733","GO:0005524"
"5002","Zm00001d008733","GO:0000166"
"5003","Zm00001d008733","GO:0016021"
"5004","Zm00001d008733","GO:0016020"
"5005","Zm00001d020867","GO:0006508"
"5006","Zm00001d020867","GO:0008233"
"5007","Zm00001d020867","GO:0004252"
"5008","Zm00001d020714","GO:0005634"
"5009","Zm00001d020714","GO:0043565"
"5010","Zm00001d020714","GO:0006355"
"5011","Zm00001d020714","GO:0003700"
"5012","Zm00001d020714","GO:0003677"
"5013","Zm00001d047618","GO:0005509"
"5014","Zm00001d047618","GO:0042538"
"5015","Zm00001d047618","GO:0005829"
"5017","Zm00001d031555","GO:0055114"
"5018","Zm00001d031555","GO:0016021"
"5019","Zm00001d031555","GO:0016020"
"5020","Zm00001d021775","GO:0022857"
"5021","Zm00001d021775","GO:0005215"
"5022","Zm00001d021775","GO:0055085"
"5023","Zm00001d021775","GO:0016021"
"5024","Zm00001d021775","GO:0016020"
"5025","Zm00001d043105","GO:0016021"
"5026","Zm00001d043105","GO:0016020"
"5027","Zm00001d025799","GO:0016310"
"5028","Zm00001d025799","GO:0016301"
"5029","Zm00001d025799","GO:0006468"
"5030","Zm00001d025799","GO:0004672"
"5031","Zm00001d025799","GO:0005524"
"5032","Zm00001d025799","GO:0016310"
"5033","Zm00001d025799","GO:0016301"
"5034","Zm00001d025799","GO:0006468"
"5035","Zm00001d025799","GO:0005524"
"5036","Zm00001d025799","GO:0004674"
"5037","Zm00001d025799","GO:0004672"
"5038","Zm00001d025799","GO:0000166"
"5039","Zm00001d025799","GO:0016310"
"5040","Zm00001d025799","GO:0016301"
"5041","Zm00001d025799","GO:0006468"
"5042","Zm00001d025799","GO:0005524"
"5043","Zm00001d025799","GO:0004674"
"5044","Zm00001d025799","GO:0004672"
"5045","Zm00001d025799","GO:0000166"
"5046","Zm00001d025799","GO:0016310"
"5047","Zm00001d025799","GO:0016301"
"5048","Zm00001d025799","GO:0006468"
"5049","Zm00001d025799","GO:0005524"
"5050","Zm00001d025799","GO:0004674"
"5051","Zm00001d025799","GO:0004672"
"5052","Zm00001d025799","GO:0000166"
"5053","Zm00001d025799","GO:0016310"
"5054","Zm00001d025799","GO:0016301"
"5055","Zm00001d025799","GO:0006468"
"5056","Zm00001d025799","GO:0005524"
"5057","Zm00001d025799","GO:0004674"
"5058","Zm00001d025799","GO:0004672"
"5059","Zm00001d025799","GO:0000166"
"5060","Zm00001d025799","GO:0016310"
"5061","Zm00001d025799","GO:0016301"
"5062","Zm00001d025799","GO:0006468"
"5063","Zm00001d025799","GO:0004672"
"5064","Zm00001d025799","GO:0005524"
"5065","Zm00001d024927","GO:0046872"
"5066","Zm00001d024927","GO:0016021"
"5067","Zm00001d024927","GO:0016020"
"5068","Zm00001d024927","GO:0008270"
"5069","Zm00001d024927","GO:0046872"
"5070","Zm00001d024927","GO:0016021"
"5071","Zm00001d024927","GO:0016020"
"5072","Zm00001d024927","GO:0008270"
"5074","Zm00001d037636","GO:0016020"
"5075","Zm00001d037636","GO:0071555"
"5076","Zm00001d037636","GO:0030244"
"5077","Zm00001d037636","GO:0016760"
"5078","Zm00001d037636","GO:0016757"
"5079","Zm00001d037636","GO:0016740"
"5080","Zm00001d037636","GO:0016021"
"5081","Zm00001d037636","GO:0005886"
"5082","Zm00001d037636","GO:0016020"
"5083","Zm00001d037636","GO:0071555"
"5084","Zm00001d037636","GO:0030244"
"5085","Zm00001d037636","GO:0016760"
"5086","Zm00001d037636","GO:0016757"
"5087","Zm00001d037636","GO:0016740"
"5088","Zm00001d037636","GO:0046872"
"5089","Zm00001d037636","GO:0016021"
"5090","Zm00001d037636","GO:0005886"
"5091","Zm00001d037636","GO:0016020"
"5092","Zm00001d037636","GO:0071555"
"5093","Zm00001d037636","GO:0030244"
"5094","Zm00001d037636","GO:0016760"
"5095","Zm00001d037636","GO:0016757"
"5096","Zm00001d037636","GO:0016740"
"5097","Zm00001d037636","GO:0046872"
"5098","Zm00001d037636","GO:0016021"
"5099","Zm00001d037636","GO:0016020"
"5100","Zm00001d037636","GO:0071555"
"5101","Zm00001d037636","GO:0030244"
"5102","Zm00001d037636","GO:0016760"
"5103","Zm00001d037636","GO:0016757"
"5104","Zm00001d037636","GO:0016740"
"5105","Zm00001d037636","GO:0016021"
"5106","Zm00001d037636","GO:0016020"
"5107","Zm00001d037636","GO:0071555"
"5108","Zm00001d037636","GO:0030244"
"5109","Zm00001d037636","GO:0016760"
"5110","Zm00001d037636","GO:0016757"
"5111","Zm00001d037636","GO:0016740"
"5112","Zm00001d037636","GO:0016021"
"5113","Zm00001d037636","GO:0016020"
"5114","Zm00001d037636","GO:0071555"
"5115","Zm00001d037636","GO:0030244"
"5116","Zm00001d037636","GO:0016760"
"5117","Zm00001d037636","GO:0016757"
"5118","Zm00001d037636","GO:0016740"
"5119","Zm00001d037636","GO:0016021"
"5120","Zm00001d037636","GO:0005886"
"5121","Zm00001d037636","GO:0016020"
"5122","Zm00001d037636","GO:0071555"
"5123","Zm00001d037636","GO:0030244"
"5124","Zm00001d037636","GO:0016760"
"5125","Zm00001d037636","GO:0016757"
"5126","Zm00001d037636","GO:0016740"
"5127","Zm00001d037636","GO:0046872"
"5128","Zm00001d037636","GO:0016021"
"5129","Zm00001d037636","GO:0005886"
"5130","Zm00001d037636","GO:0016020"
"5131","Zm00001d037636","GO:0071555"
"5132","Zm00001d037636","GO:0030244"
"5133","Zm00001d037636","GO:0016760"
"5134","Zm00001d037636","GO:0016757"
"5135","Zm00001d037636","GO:0016740"
"5136","Zm00001d037636","GO:0046872"
"5137","Zm00001d037636","GO:0016021"
"5138","Zm00001d019934","GO:0008152"
"5139","Zm00001d019934","GO:0005975"
"5140","Zm00001d019934","GO:0016798"
"5141","Zm00001d019934","GO:0004553"
"5142","Zm00001d019934","GO:0016787"
"5143","Zm00001d019934","GO:0016021"
"5144","Zm00001d019934","GO:0016020"
"5145","Zm00001d039437","GO:0005622"
"5146","Zm00001d039437","GO:0046872"
"5147","Zm00001d039437","GO:0008270"
"5148","Zm00001d042608","GO:0016567"
"5149","Zm00001d042608","GO:0004842"
"5150","Zm00001d042608","GO:0016740"
"5151","Zm00001d042608","GO:0016567"
"5152","Zm00001d042608","GO:0004842"
"5153","Zm00001d042608","GO:0016740"
"5154","Zm00001d042608","GO:0016567"
"5155","Zm00001d042608","GO:0004842"
"5156","Zm00001d042608","GO:0005524"
"5157","Zm00001d042608","GO:0016740"
"5158","Zm00001d042608","GO:0016567"
"5159","Zm00001d042608","GO:0004842"
"5160","Zm00001d042608","GO:0016740"
"5182","Zm00001d040697","GO:0004478"
"5183","Zm00001d040697","GO:0006556"
"5184","Zm00001d040697","GO:0006730"
"5185","Zm00001d040697","GO:0005524"
"5186","Zm00001d040697","GO:0000166"
"5187","Zm00001d040697","GO:0016740"
"5188","Zm00001d040697","GO:0046872"
"5190","Zm00001d047732","GO:0006470"
"5191","Zm00001d047732","GO:0043169"
"5192","Zm00001d047732","GO:0016787"
"5193","Zm00001d047732","GO:0004722"
"5194","Zm00001d047732","GO:0004721"
"5195","Zm00001d047732","GO:0046872"
"5196","Zm00001d047732","GO:0003824"
"5197","Zm00001d047732","GO:0006470"
"5198","Zm00001d047732","GO:0043169"
"5199","Zm00001d047732","GO:0016787"
"5200","Zm00001d047732","GO:0004722"
"5201","Zm00001d047732","GO:0004721"
"5202","Zm00001d047732","GO:0046872"
"5203","Zm00001d047732","GO:0003824"
"5206","Zm00001d009858","GO:0004497"
"5207","Zm00001d009858","GO:0055114"
"5208","Zm00001d009858","GO:0004497"
"5209","Zm00001d009858","GO:0055114"
"5210","Zm00001d009858","GO:0020037"
"5211","Zm00001d009858","GO:0016705"
"5212","Zm00001d009858","GO:0005506"
"5213","Zm00001d009858","GO:0004497"
"5214","Zm00001d009858","GO:0055114"
"5215","Zm00001d009858","GO:0020037"
"5216","Zm00001d009858","GO:0016705"
"5217","Zm00001d009858","GO:0005506"
"5218","Zm00001d009858","GO:0004497"
"5219","Zm00001d009858","GO:0055114"
"5220","Zm00001d009858","GO:0016491"
"5221","Zm00001d009858","GO:0020037"
"5222","Zm00001d009858","GO:0016705"
"5223","Zm00001d009858","GO:0005506"
"5224","Zm00001d009858","GO:0046872"
"5225","Zm00001d009858","GO:0004497"
"5226","Zm00001d009858","GO:0055114"
"5227","Zm00001d009858","GO:0020037"
"5228","Zm00001d009858","GO:0016705"
"5229","Zm00001d009858","GO:0005506"
"5230","Zm00001d004249","GO:0048015"
"5231","Zm00001d004249","GO:0046854"
"5232","Zm00001d004249","GO:0016310"
"5233","Zm00001d004249","GO:0016301"
"5234","Zm00001d004249","GO:0005622"
"5236","Zm00001d020623","GO:0035434"
"5237","Zm00001d020623","GO:0005375"
"5238","Zm00001d020623","GO:0016021"
"5239","Zm00001d020623","GO:0016020"
"5240","Zm00001d020623","GO:0035434"
"5241","Zm00001d020623","GO:0005375"
"5242","Zm00001d020623","GO:0016021"
"5243","Zm00001d020623","GO:0016020"
"5245","Zm00001d033797","GO:0016787"
"5246","Zm00001d033797","GO:0016787"
"5247","Zm00001d033797","GO:0016787"
"5248","Zm00001d053830","GO:0009055"
"5249","Zm00001d053830","GO:0022900"
"5250","Zm00001d037389","GO:0016021"
"5251","Zm00001d037389","GO:0016020"
"5252","Zm00001d050346","GO:0005544"
"5253","Zm00001d050346","GO:0005509"
"5254","Zm00001d051479","GO:0005622"
"5255","Zm00001d051479","GO:0046872"
"5256","Zm00001d051479","GO:0008270"
"5258","Zm00001d051479","GO:0005622"
"5259","Zm00001d051479","GO:0046872"
"5260","Zm00001d051479","GO:0008270"
"5261","Zm00001d051479","GO:0005622"
"5262","Zm00001d051479","GO:0046872"
"5263","Zm00001d051479","GO:0008270"
"5264","Zm00001d051479","GO:0005622"
"5265","Zm00001d051479","GO:0046872"
"5266","Zm00001d051479","GO:0008270"
"5267","Zm00001d051479","GO:0005622"
"5268","Zm00001d051479","GO:0046872"
"5269","Zm00001d051479","GO:0008270"
"5270","Zm00001d051479","GO:0005622"
"5271","Zm00001d051479","GO:0046872"
"5272","Zm00001d051479","GO:0008270"
"5273","Zm00001d051479","GO:0005622"
"5274","Zm00001d051479","GO:0046872"
"5275","Zm00001d051479","GO:0008270"
"5276","Zm00001d051479","GO:0005622"
"5277","Zm00001d051479","GO:0046872"
"5278","Zm00001d051479","GO:0008270"
"5279","Zm00001d051479","GO:0005622"
"5280","Zm00001d051479","GO:0046872"
"5281","Zm00001d051479","GO:0008270"
"5282","Zm00001d051479","GO:0005622"
"5283","Zm00001d051479","GO:0046872"
"5284","Zm00001d051479","GO:0008270"
"5285","Zm00001d051479","GO:0005622"
"5286","Zm00001d051479","GO:0046872"
"5287","Zm00001d051479","GO:0008270"
"5288","Zm00001d051479","GO:0005622"
"5289","Zm00001d051479","GO:0046872"
"5290","Zm00001d051479","GO:0008270"
"5291","Zm00001d051479","GO:0005622"
"5292","Zm00001d051479","GO:0046872"
"5293","Zm00001d051479","GO:0008270"
"5294","Zm00001d051479","GO:0005622"
"5295","Zm00001d051479","GO:0046872"
"5296","Zm00001d051479","GO:0008270"
"5297","Zm00001d051479","GO:0005622"
"5298","Zm00001d051479","GO:0046872"
"5299","Zm00001d051479","GO:0008270"
"5300","Zm00001d051479","GO:0005622"
"5301","Zm00001d051479","GO:0046872"
"5302","Zm00001d051479","GO:0008270"
"5305","Zm00001d050216","GO:0016021"
"5306","Zm00001d050216","GO:0016020"
"5313","Zm00001d006153","GO:0016746"
"5314","Zm00001d006153","GO:0016740"
"5315","Zm00001d006153","GO:0016746"
"5316","Zm00001d006153","GO:0016740"
"5317","Zm00001d006153","GO:0016746"
"5318","Zm00001d006153","GO:0016740"
"5319","Zm00001d006153","GO:0016746"
"5320","Zm00001d006153","GO:0016740"
"5321","Zm00001d006153","GO:0016746"
"5322","Zm00001d006153","GO:0016740"
"5323","Zm00001d006153","GO:0003824"
"5324","Zm00001d006153","GO:0016746"
"5325","Zm00001d006153","GO:0016740"
"5326","Zm00001d006153","GO:0016746"
"5327","Zm00001d006153","GO:0016740"
"5328","Zm00001d006153","GO:0016746"
"5329","Zm00001d006153","GO:0016740"
"5330","Zm00001d006153","GO:0016787"
"5331","Zm00001d006153","GO:0003824"
"5332","Zm00001d006153","GO:0004623"
"5333","Zm00001d006153","GO:0016298"
"5334","Zm00001d006153","GO:0042171"
"5335","Zm00001d006153","GO:0055088"
"5336","Zm00001d006153","GO:0055089"
"5337","Zm00001d006153","GO:0055091"
"5338","Zm00001d006153","GO:0070328"
"5339","Zm00001d006153","GO:0016746"
"5340","Zm00001d006153","GO:0016740"
"5342","Zm00001d025545","GO:0009688"
"5343","Zm00001d025545","GO:0071949"
"5344","Zm00001d025545","GO:0009540"
"5345","Zm00001d025545","GO:0009507"
"5346","Zm00001d025545","GO:0009536"
"5347","Zm00001d025545","GO:0055114"
"5348","Zm00001d025545","GO:0016491"
"5349","Zm00001d025545","GO:0016020"
"5350","Zm00001d024937","GO:0016021"
"5351","Zm00001d024937","GO:0016020"
"5352","Zm00001d024937","GO:0016021"
"5353","Zm00001d024937","GO:0016020"
"5354","Zm00001d024937","GO:0016021"
"5355","Zm00001d024937","GO:0016020"
"5356","Zm00001d024937","GO:0016021"
"5357","Zm00001d024937","GO:0016020"
"5358","Zm00001d024937","GO:0016021"
"5359","Zm00001d024937","GO:0016020"
"5360","Zm00001d024937","GO:0016021"
"5361","Zm00001d024937","GO:0016020"
"5362","Zm00001d024937","GO:0016021"
"5363","Zm00001d024937","GO:0016020"
"5364","Zm00001d024937","GO:0016021"
"5365","Zm00001d024937","GO:0016020"
"5366","Zm00001d024937","GO:0016021"
"5367","Zm00001d024937","GO:0016020"
"5369","Zm00001d005478","GO:0005886"
"5370","Zm00001d005478","GO:0016020"
"5371","Zm00001d005478","GO:0071555"
"5372","Zm00001d005478","GO:0030244"
"5373","Zm00001d005478","GO:0016760"
"5374","Zm00001d005478","GO:0016757"
"5375","Zm00001d005478","GO:0016740"
"5376","Zm00001d005478","GO:0046872"
"5377","Zm00001d005478","GO:0016021"
"5378","Zm00001d005478","GO:0016020"
"5379","Zm00001d005478","GO:0071555"
"5380","Zm00001d005478","GO:0030244"
"5381","Zm00001d005478","GO:0016760"
"5382","Zm00001d005478","GO:0016757"
"5383","Zm00001d005478","GO:0016740"
"5384","Zm00001d005478","GO:0016021"
"5385","Zm00001d005478","GO:0016020"
"5386","Zm00001d005478","GO:0071555"
"5387","Zm00001d005478","GO:0030244"
"5388","Zm00001d005478","GO:0016760"
"5389","Zm00001d005478","GO:0016757"
"5390","Zm00001d005478","GO:0016740"
"5391","Zm00001d005478","GO:0016021"
"5392","Zm00001d005478","GO:0016020"
"5393","Zm00001d005478","GO:0071555"
"5394","Zm00001d005478","GO:0030244"
"5395","Zm00001d005478","GO:0016760"
"5396","Zm00001d005478","GO:0016757"
"5397","Zm00001d005478","GO:0016740"
"5398","Zm00001d005478","GO:0016021"
"5399","Zm00001d005478","GO:0016020"
"5400","Zm00001d005478","GO:0071555"
"5401","Zm00001d005478","GO:0030244"
"5402","Zm00001d005478","GO:0016760"
"5403","Zm00001d005478","GO:0016757"
"5404","Zm00001d005478","GO:0016740"
"5405","Zm00001d005478","GO:0016021"
"5406","Zm00001d005478","GO:0005886"
"5407","Zm00001d005478","GO:0016020"
"5408","Zm00001d005478","GO:0071555"
"5409","Zm00001d005478","GO:0030244"
"5410","Zm00001d005478","GO:0016760"
"5411","Zm00001d005478","GO:0016757"
"5412","Zm00001d005478","GO:0016740"
"5413","Zm00001d005478","GO:0046872"
"5414","Zm00001d005478","GO:0016021"
"5415","Zm00001d005478","GO:0016020"
"5416","Zm00001d005478","GO:0071555"
"5417","Zm00001d005478","GO:0030244"
"5418","Zm00001d005478","GO:0016760"
"5419","Zm00001d005478","GO:0016757"
"5420","Zm00001d005478","GO:0016740"
"5421","Zm00001d005478","GO:0016021"
"5422","Zm00001d005478","GO:0005886"
"5423","Zm00001d005478","GO:0016020"
"5424","Zm00001d005478","GO:0071555"
"5425","Zm00001d005478","GO:0030244"
"5426","Zm00001d005478","GO:0016760"
"5427","Zm00001d005478","GO:0016757"
"5428","Zm00001d005478","GO:0016740"
"5429","Zm00001d005478","GO:0046872"
"5430","Zm00001d005478","GO:0016021"
"5431","Zm00001d005478","GO:0005886"
"5432","Zm00001d005478","GO:0016020"
"5433","Zm00001d005478","GO:0071555"
"5434","Zm00001d005478","GO:0030244"
"5435","Zm00001d005478","GO:0016760"
"5436","Zm00001d005478","GO:0016757"
"5437","Zm00001d005478","GO:0016740"
"5438","Zm00001d005478","GO:0046872"
"5439","Zm00001d005478","GO:0016021"
"5440","Zm00001d005478","GO:0016020"
"5441","Zm00001d005478","GO:0071555"
"5442","Zm00001d005478","GO:0030244"
"5443","Zm00001d005478","GO:0016760"
"5444","Zm00001d005478","GO:0016757"
"5445","Zm00001d005478","GO:0016740"
"5446","Zm00001d005478","GO:0016021"
"5447","Zm00001d005478","GO:0016020"
"5448","Zm00001d005478","GO:0071555"
"5449","Zm00001d005478","GO:0030244"
"5450","Zm00001d005478","GO:0016760"
"5451","Zm00001d005478","GO:0016757"
"5452","Zm00001d005478","GO:0016740"
"5453","Zm00001d005478","GO:0016021"
"5454","Zm00001d005478","GO:0016020"
"5455","Zm00001d005478","GO:0071555"
"5456","Zm00001d005478","GO:0030244"
"5457","Zm00001d005478","GO:0016760"
"5458","Zm00001d005478","GO:0016757"
"5459","Zm00001d005478","GO:0016740"
"5460","Zm00001d005478","GO:0016021"
"5461","Zm00001d005478","GO:0005886"
"5462","Zm00001d005478","GO:0016020"
"5463","Zm00001d005478","GO:0071555"
"5464","Zm00001d005478","GO:0030244"
"5465","Zm00001d005478","GO:0016760"
"5466","Zm00001d005478","GO:0016757"
"5467","Zm00001d005478","GO:0016740"
"5468","Zm00001d005478","GO:0046872"
"5469","Zm00001d005478","GO:0016021"
"5470","Zm00001d005478","GO:0016020"
"5471","Zm00001d005478","GO:0071555"
"5472","Zm00001d005478","GO:0030244"
